dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1931-11-01,26.596,0.26,Abidjan,Côte D'Ivoire,5.63N,3.23W
1931-12-01,27.349,0.349,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-01-01,25.692,0.796,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-02-01,27.921,0.854,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-03-01,27.413,1.636,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-04-01,27.572,0.545,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-05-01,26.537,0.175,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-06-01,24.654,0.596,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-07-01,23.665,0.608,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-08-01,23.555,0.581,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-09-01,23.302,0.609,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-10-01,25.392,0.349,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-11-01,26.665,0.25,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-12-01,27.32,0.714,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-01-01,27.527,1.128,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-02-01,28.354,1.443,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-03-01,28.094,1.4,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-04-01,28.016,1.214,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-05-01,27.078,0.477,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-06-01,25.388,0.641,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-07-01,25.015,0.88,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-08-01,24.515,0.825,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-09-01,25.019,0.867,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-10-01,26.073,0.695,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-11-01,26.837,0.422,Abidjan,Côte D'Ivoire,5.63N,3.23W
1933-12-01,26.633,0.708,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-01-01,26.507,0.441,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-02-01,27.614,0.84,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-03-01,27.82,0.325,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-04-01,27.389,0.404,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-05-01,26.744,0.553,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-06-01,25.205,0.622,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-07-01,24.726,0.9,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-08-01,24.658,0.353,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-09-01,25.503,0.269,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-10-01,26.075,0.574,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-11-01,27.395,0.287,Abidjan,Côte D'Ivoire,5.63N,3.23W
1934-12-01,26.865,0.244,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-01-01,26.815,0.502,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-02-01,27.768,0.764,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-03-01,27.628,0.546,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-04-01,27.076,0.426,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-05-01,26.598,0.455,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-06-01,25.1,0.902,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-07-01,24.425,1.147,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-08-01,24.165,1.69,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-09-01,24.857,0.365,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-10-01,25.638,0.67,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-11-01,26.951,1.179,Abidjan,Côte D'Ivoire,5.63N,3.23W
1935-12-01,26.804,1.138,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-01-01,27.075,1.467,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-02-01,27.446,1.174,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-03-01,27.898,0.385,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-04-01,27.489,0.67,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-05-01,26.519,0.827,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-06-01,24.682,0.563,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-07-01,23.866,0.639,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-08-01,23.163,0.693,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-09-01,24.081,0.704,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-10-01,25.576,0.504,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-11-01,26.623,0.492,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-12-01,26.162,0.821,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-01-01,26.65,0.491,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-02-01,28.209,1.005,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-03-01,28.305,0.582,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-04-01,27.804,0.304,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-05-01,27.045,0.745,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-06-01,25.437,1.232,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-07-01,25.123,0.895,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-08-01,24.138,0.539,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-09-01,25.455,0.534,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-10-01,25.799,0.266,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-11-01,26.745,0.672,Abidjan,Côte D'Ivoire,5.63N,3.23W
1937-12-01,27.741,1.231,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-01-01,27.393,0.469,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-02-01,28.99,1.497,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-03-01,28.219,0.689,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-04-01,27.61,0.496,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-05-01,27.308,1.727,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-06-01,25.928,0.37,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-07-01,24.589,0.349,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-08-01,24.023,0.448,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-09-01,24.744,0.359,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-10-01,25.985,0.455,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-11-01,26.815,0.419,Abidjan,Côte D'Ivoire,5.63N,3.23W
1938-12-01,26.811,1.244,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-01-01,26.004,1.197,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-02-01,26.596,1.299,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-03-01,27.525,0.741,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-04-01,27.195,0.583,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-05-01,26.927,0.535,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-06-01,25.492,0.704,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-07-01,24.65,0.798,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-08-01,23.983,0.78,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-09-01,24.301,0.633,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-10-01,24.997,0.469,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-11-01,26.297,0.732,Abidjan,Côte D'Ivoire,5.63N,3.23W
1939-12-01,26.141,1.425,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-01-01,27.54,0.697,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-02-01,28.409,0.296,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-03-01,28.473,0.415,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-04-01,28.175,0.338,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-05-01,27.043,0.293,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-06-01,25.634,0.259,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-07-01,24.59,0.287,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-08-01,24.461,0.373,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-09-01,25.148,0.405,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-10-01,25.995,0.25,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-11-01,26.603,0.368,Abidjan,Côte D'Ivoire,5.63N,3.23W
1940-12-01,27.202,0.269,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-01-01,27.305,0.387,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-02-01,28.618,0.439,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-03-01,28.988,0.469,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-04-01,27.899,0.183,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-05-01,26.831,0.276,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-06-01,26.021,0.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-07-01,24.927,0.192,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-08-01,24.766,0.22,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-09-01,25.625,0.379,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-10-01,26.257,0.341,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-11-01,26.955,0.314,Abidjan,Côte D'Ivoire,5.63N,3.23W
1941-12-01,27.065,0.343,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-01-01,26.632,0.468,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-02-01,28.531,0.495,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-03-01,28.862,0.34,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-04-01,28.005,0.301,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-05-01,26.659,0.162,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-06-01,25.48,0.198,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-07-01,24.077,0.221,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-08-01,23.556,0.264,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-09-01,25.357,0.504,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-10-01,25.768,0.261,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-11-01,26.953,0.35,Abidjan,Côte D'Ivoire,5.63N,3.23W
1942-12-01,26.227,0.325,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-01-01,26.709,0.286,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-02-01,28.042,0.519,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-03-01,27.796,0.241,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-04-01,27.334,0.299,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-05-01,26.186,0.282,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-06-01,25.378,0.14,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-07-01,24.024,0.154,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-08-01,23.463,0.251,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-09-01,24.699,0.174,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-10-01,25.817,0.19,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-11-01,26.455,0.36,Abidjan,Côte D'Ivoire,5.63N,3.23W
1943-12-01,26.868,0.255,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-01-01,26.641,0.368,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-02-01,27.706,0.183,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-03-01,27.807,0.382,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-04-01,27.869,0.303,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-05-01,27.56,0.431,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-06-01,25.799,0.18,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-07-01,24.947,0.282,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-08-01,24.536,0.335,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-09-01,25.081,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-10-01,26.263,0.546,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-11-01,27.201,0.264,Abidjan,Côte D'Ivoire,5.63N,3.23W
1944-12-01,27.272,0.22,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-01-01,27.281,0.336,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-02-01,27.933,0.394,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-03-01,28.512,0.354,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-04-01,27.967,0.438,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-05-01,27.193,0.301,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-06-01,25.786,0.237,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-07-01,24.498,0.239,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-08-01,24.268,0.255,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-09-01,25.251,0.277,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-10-01,25.911,0.24,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-11-01,27.102,0.422,Abidjan,Côte D'Ivoire,5.63N,3.23W
1945-12-01,26.483,0.39,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-01-01,26.73,0.328,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-02-01,27.981,0.604,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-03-01,28.476,0.303,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-04-01,27.907,0.338,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-05-01,27.001,0.202,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-06-01,25.236,0.36,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-07-01,24.383,0.395,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-08-01,23.543,0.475,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-09-01,24.67,0.212,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-10-01,25.545,0.361,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-11-01,26.898,0.236,Abidjan,Côte D'Ivoire,5.63N,3.23W
1946-12-01,26.633,0.231,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-01-01,26.54,0.33,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-02-01,27.923,0.509,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-03-01,28.255,0.281,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-04-01,27.531,0.181,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-05-01,27.1,0.241,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-06-01,25.892,0.156,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-07-01,24.869,0.132,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-08-01,24.633,0.268,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-09-01,24.897,0.249,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-10-01,25.839,0.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-11-01,26.433,0.326,Abidjan,Côte D'Ivoire,5.63N,3.23W
1947-12-01,26.541,0.226,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-01-01,26.174,0.191,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-02-01,27.51,0.263,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-03-01,28.391,0.322,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-04-01,27.428,0.21,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-05-01,26.615,0.256,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-06-01,25.121,0.214,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-07-01,24.343,0.377,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-08-01,24.062,0.271,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-09-01,24.642,0.318,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-10-01,25.987,0.257,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-11-01,26.648,0.196,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-12-01,26.851,0.31,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-01-01,27.016,0.287,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-02-01,27.935,0.324,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-03-01,28.382,0.354,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-04-01,27.988,0.41,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-05-01,27.263,0.212,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-06-01,25.616,0.306,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-07-01,24.803,0.147,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-08-01,24.141,0.221,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-09-01,25.064,0.19,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-10-01,25.917,0.362,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-11-01,26.754,0.277,Abidjan,Côte D'Ivoire,5.63N,3.23W
1949-12-01,27.193,0.406,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-01-01,26.773,0.239,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-02-01,27.527,0.348,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-03-01,28.344,0.431,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-04-01,27.83,0.467,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-05-01,26.896,0.248,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-06-01,25.454,0.209,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-07-01,24.878,0.403,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-08-01,23.734,0.314,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-09-01,24.253,0.257,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-10-01,25.266,0.191,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-11-01,26.686,0.368,Abidjan,Côte D'Ivoire,5.63N,3.23W
1950-12-01,26.704,0.363,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-01-01,26.944,0.441,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-02-01,27.118,0.569,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-03-01,27.983,0.274,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-04-01,27.914,0.204,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-05-01,26.69,0.168,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-06-01,25.618,0.436,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-07-01,24.783,0.215,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-08-01,24.058,0.21,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-09-01,25.288,0.269,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-10-01,25.524,0.344,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-11-01,26.771,0.428,Abidjan,Côte D'Ivoire,5.63N,3.23W
1951-12-01,27.206,0.351,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-01-01,27.009,0.376,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-02-01,27.921,0.466,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-03-01,28.267,0.223,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-04-01,27.851,0.283,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-05-01,26.842,0.156,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-06-01,25.432,0.3,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-07-01,24.784,0.261,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-08-01,23.763,0.185,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-09-01,24.732,0.232,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-10-01,25.626,0.171,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-11-01,26.526,0.173,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-12-01,26.601,0.179,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-01-01,26.987,0.329,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-02-01,27.454,0.358,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-03-01,27.882,0.186,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-04-01,27.817,0.195,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-05-01,26.784,0.165,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-06-01,25.143,0.188,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-07-01,24.561,0.254,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-08-01,23.793,0.194,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-09-01,24.787,0.195,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-10-01,25.786,0.183,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-11-01,27.08,0.334,Abidjan,Côte D'Ivoire,5.63N,3.23W
1953-12-01,26.859,0.224,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-01-01,26.616,0.433,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-02-01,27.762,0.311,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-03-01,27.787,0.325,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-04-01,27.007,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-05-01,26.546,0.155,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-06-01,24.996,0.276,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-07-01,23.808,0.28,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-08-01,23.765,0.243,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-09-01,24.816,0.224,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-10-01,25.443,0.296,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-11-01,26.735,0.13,Abidjan,Côte D'Ivoire,5.63N,3.23W
1954-12-01,26.852,0.219,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-01-01,26.799,0.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-02-01,27.859,0.388,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-03-01,27.398,0.255,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-04-01,27.077,0.2,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-05-01,26.682,0.215,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-06-01,25.243,0.249,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-07-01,24.391,0.171,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-08-01,24.036,0.32,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-09-01,24.744,0.112,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-10-01,25.572,0.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-11-01,26.54,0.247,Abidjan,Côte D'Ivoire,5.63N,3.23W
1955-12-01,25.993,0.231,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-01-01,26.435,0.355,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-02-01,27.35,0.622,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-03-01,27.379,0.23,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-04-01,27.385,0.187,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-05-01,26.465,0.382,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-06-01,24.932,0.203,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-07-01,23.825,0.332,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-08-01,23.477,0.214,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-09-01,24.885,0.288,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-10-01,25.638,0.276,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-11-01,26.579,0.301,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-12-01,26.392,0.266,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-01-01,26.022,0.231,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-02-01,27.833,0.166,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-03-01,28.108,0.393,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-04-01,27.634,0.394,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-05-01,26.86,0.26,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-06-01,25.596,0.466,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-07-01,24.387,0.412,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-08-01,24.423,0.713,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-09-01,25.102,0.357,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-10-01,25.49,0.302,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-11-01,26.812,0.342,Abidjan,Côte D'Ivoire,5.63N,3.23W
1957-12-01,27.054,0.312,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-01-01,27.684,0.368,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-02-01,28.108,0.243,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-03-01,28.449,0.214,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-04-01,27.694,0.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-05-01,26.71,0.352,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-06-01,24.7,0.349,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-07-01,23.463,0.504,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-08-01,23.655,0.372,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-09-01,24.742,0.329,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-10-01,25.877,0.239,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-11-01,26.768,0.207,Abidjan,Côte D'Ivoire,5.63N,3.23W
1958-12-01,26.387,0.188,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-01-01,27.006,0.257,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-02-01,27.983,0.216,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-03-01,28.104,0.392,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-04-01,27.72,0.331,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-05-01,26.768,0.147,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-06-01,25.787,0.273,Abidjan,Côte D'Ivoire,5.63N,3.23W
